,Name,Email,Address,Postal Code,Product Ordered,Order ID,Order Date,Units Ordered,Fulfillment Days,Delivery Delay Days,Return Status
26,Alexis Kelley,lbenson@example.com,"1797 Matthew Corners Suite 434
North Rodneyfurt, CO 17406",59705,SKU-TOP-001-L,ORD-323,2025-07-29,2,9.0,0.0,1
27,Michael Jones,dvaughn@example.net,"9935 James Light Apt. 037
Brownburgh, VA 69480",01828,SKU-BTM-013-M,ORD-842,2025-07-22,1,10.0,2.0,1
28,Michael House,georgesosa@example.org,"30842 Lowery Plaza Suite 539
North Chris, LA 21441",43678,SKU-FOT-004-M,ORD-278,2025-07-08,2,15.0,3.0,0
29,Jessica Smith,katelynstanley@example.org,"15968 Paige Landing Apt. 611
Kathyhaven, WY 20038",31475,SKU-ACC-008-L,ORD-849,2025-07-24,4,8.0,-5.0,0
30,Kathy Smith,gary94@example.net,"3033 Michelle Gardens
Kristaville, TN 34976",48069,SKU-FOT-004-M,ORD-859,2025-07-23,2,23.0,-4.0,1
31,Wendy Watson,terrellheather@example.net,"967 Leslie Common
Lake Joseph, KY 09821",57199,SKU-BTM-016-M,ORD-938,2025-07-16,4,3.0,7.0,0
32,John Suarez,ireynolds@example.org,"Unit 2042 Box 6193
DPO AE 11342",54984,SKU-ACC-015-M,ORD-597,2025-07-25,4,2.0,0.0,1
33,Chad Jones,henryjennings@example.net,"128 Dustin Cliff Apt. 941
East Latoya, MD 38175",10118,SKU-ONP-017-S,ORD-914,2025-07-03,3,59.0,0.0,1
34,Brenda Holden,brittany20@example.net,"050 Kendra Forest
Fieldshaven, PR 46555",13567,SKU-TOP-001-M,ORD-702,2025-07-15,3,17.0,-6.0,1
35,Anthony Yates,uharrison@example.net,"27323 Ramos Dale Apt. 212
East Erika, OR 72462",86284,SKU-ONP-002-S,ORD-560,2025-07-16,4,17.0,4.0,1
36,Dr. Stephen Williams,youngrichard@example.net,"USCGC Hanson
FPO AP 01957",27471,SKU-ONP-003-L,ORD-246,2025-07-02,4,11.0,0.0,1
37,Michael Miller,matthew30@example.net,"PSC 8677, Box 7183
APO AP 16495",27496,SKU-ONP-017-S,ORD-803,2025-07-30,2,20.0,2.0,1
38,Maria Lucero,meadowschristopher@example.net,"8419 Davis Greens Apt. 975
Tinamouth, HI 08364",08126,SKU-ONP-005-L,ORD-109,2025-07-02,5,25.0,-5.0,0
39,Amy Robinson MD,shodges@example.net,"7385 Lee Pine Apt. 556
Whitneytown, KS 36396",09656,SKU-FOT-010-L,ORD-387,2025-07-11,1,22.0,-3.0,0
40,Martin Baldwin,kaylee19@example.com,"491 Kimberly Landing
New Jessicaville, LA 70361",57161,SKU-ACC-008-L,ORD-225,2025-07-15,1,15.0,-1.0,0
41,Sarah Simpson,vernon05@example.org,"9362 Turner Mission
East Debbieshire, NJ 45677",01875,SKU-FOT-010-S,ORD-839,2025-07-25,5,21.0,1.0,1
42,Jonathan Contreras,smithpeggy@example.org,"73025 Rowe Pass Suite 895
Lake Dianeberg, MO 31049",37578,SKU-ONP-003-S,ORD-505,2025-07-24,3,19.0,4.0,0
43,Christina Bennett,richardadkins@example.com,"834 William Light Suite 904
North Megantown, VA 59204",43306,SKU-FOT-014-M,ORD-631,2025-07-03,3,8.0,-1.0,0
44,Paul Mcbride,farrelleddie@example.net,"USNS Schaefer
FPO AP 67960",98327,SKU-ONP-003-M,ORD-037,2025-07-02,2,21.0,7.0,0
45,Melissa Joseph,philip19@example.com,"PSC 7589, Box 5663
APO AP 62887",23932,SKU-ONP-003-S,ORD-336,2025-07-14,5,4.0,0.0,1
46,Lisa Bishop,dschwartz@example.com,"988 Joseph Trail Apt. 234
Tamaraborough, NH 70857",37468,SKU-FOT-004-S,ORD-434,2025-07-26,4,19.0,0.0,0
47,Jamie Mills,allisonmccormick@example.net,"9833 Ramsey Neck
Douglasside, WY 49085",69297,SKU-BTM-013-M,ORD-784,2025-07-08,3,16.0,-1.0,0
48,Sarah Stein,ecruz@example.org,"3194 Katherine Trafficway
Johnville, MA 48868",20523,SKU-BTM-013-M,ORD-815,2025-07-08,5,3.0,4.0,0
49,Tracy Henry,cherylpollard@example.net,"7292 Joshua Ridges Suite 020
Alexandershire, OH 59860",60510,SKU-ONP-006-L,ORD-967,2025-07-10,1,3.0,2.0,1
50,Jim Erickson,lisa24@example.com,"849 Alexander Viaduct
East Hannahton, GU 98675",19726,SKU-ONP-006-L,ORD-677,2025-07-26,4,9.0,-6.0,1
51,Gregory Little,scott92@example.org,"4023 Ford Mills
Alvaradofort, AK 85597",28087,SKU-ONP-002-M,ORD-174,2025-07-17,3,24.0,4.0,1
52,Carl Adams,mccarthystephanie@example.com,"5878 Eric Lakes Suite 507
Barnesborough, NV 40707",37170,SKU-ONP-005-L,ORD-248,2025-07-25,5,1.0,5.0,0
53,Kevin Grant,dannywebb@example.net,"27565 Brian Motorway
Allisonfort, RI 39055",53847,SKU-ONP-003-M,ORD-889,2025-07-18,1,12.0,0.0,0
54,Christopher Mcdaniel,renee22@example.net,"639 Morris Mountains
West Brandon, OK 52027",02710,SKU-FOT-010-M,ORD-740,2025-07-06,5,15.0,9.0,0
55,Todd Burnett,collinssarah@example.org,"PSC 8445, Box 7956
APO AA 57464",66750,SKU-ONP-011-M,ORD-701,2025-07-23,5,25.0,2.0,0
56,Jenna Black,brittanylynn@example.com,"89491 Scott Island Suite 008
Chloebury, TN 50704",29655,SKU-BTM-013-M,ORD-370,2025-07-16,4,21.0,1.0,1
57,Phillip Lowe,fking@example.net,"899 Laurie Courts
Sanchezstad, SD 14165",16543,SKU-BTM-016-M,ORD-193,2025-07-06,4,13.0,,1
58,Steven Reyes,heidiortiz@example.org,"96860 Tommy Station Apt. 214
Lake Eric, GA 69776",75496,SKU-ONP-002-M,ORD-676,2025-07-15,5,16.0,0.0,0
59,Mrs. Kristin Rodriguez,gmoses@example.com,"9674 Nathan Turnpike
Jasonberg, IN 64057",35915,SKU-ONP-003-M,ORD-153,2025-07-10,1,13.0,6.0,1
60,Ronald Lee,dawnlopez@example.com,"27549 Catherine Village Apt. 177
Cortezside, MT 41549",53737,SKU-ONP-011-L,ORD-811,2025-07-23,1,5.0,1.0,1
61,Andrew Wong,franklinandrea@example.org,"18614 Jones Plaza Apt. 955
Lake Curtisstad, MO 96659",34432,SKU-TOP-001-S,ORD-482,2025-07-18,2,4.0,0.0,0
62,Michelle Ray,blakekaitlyn@example.net,"472 Mary Vista Suite 525
West Sethton, AL 66445",46556,SKU-FOT-014-L,ORD-804,2025-07-24,5,15.0,-3.0,1
63,Elizabeth Wiley,robertjohnson@example.net,"31737 Mcdonald Parkway Apt. 029
Perrybury, MD 82401",49900,SKU-BTM-013-S,ORD-245,2025-07-08,4,14.0,-2.0,1
64,Mary Chung,mbrown@example.com,"32902 Robert Brooks
Tylerberg, AZ 55111",38162,SKU-FOT-010-S,ORD-357,2025-07-04,3,17.0,-1.0,0
65,Riley Murray,elliottsophia@example.com,"1303 Michelle Lock
South Tracyton, LA 89788",30250,SKU-OUT-009-L,ORD-561,2025-07-09,1,21.0,3.0,1
66,John Smith,christopheranderson@example.net,"02545 Allison Mission
East Kurtfurt, WV 07572",62494,SKU-FOT-004-M,ORD-566,2025-07-28,4,9.0,3.0,0
67,Ashley Marshall,mryan@example.net,"26279 Fowler Port
East Katherine, NM 38054",79204,SKU-FOT-004-M,ORD-620,2025-07-28,4,8.0,4.0,0
68,Kathryn Mclaughlin,wchavez@example.net,"55460 Matthew Estates
New Katherine, WI 62444",70130,SKU-FOT-014-S,ORD-725,2025-07-04,1,18.0,-1.0,1
69,Joseph Hale,fball@example.net,"163 Baker Views
North Thomasview, MA 33296",48666,SKU-ONP-003-L,ORD-693,2025-07-10,3,4.0,-3.0,1
70,Amy Randall,annedawson@example.com,"05416 Salazar Forest Apt. 969
Kellichester, NY 46945",41137,SKU-ONP-002-L,ORD-691,2025-07-09,1,5.0,2.0,0
71,Christopher Leon,bholt@example.com,"76476 Wilson Estate Suite 534
Nancyshire, WA 44152",38615,SKU-BTM-016-L,ORD-605,2025-07-17,2,5.0,3.0,1
72,Dr. Jeremiah Waller,dennisshaffer@example.org,"0304 Smith Manor Suite 981
Anthonyside, IL 45229",75009,SKU-FOT-014-M,ORD-994,2025-07-19,1,6.0,2.0,1
73,Seth Douglas,sstevens@example.org,"74252 Calvin Stravenue
West Leon, IA 28057",82987,SKU-ONP-005-M,ORD-753,2025-07-30,5,7.0,1.0,0
74,Robert Rodriguez,phelpsjenna@example.com,"89649 Hodge Park
New Nicholasfurt, IA 89687",22644,SKU-FOT-014-M,ORD-875,2025-07-02,3,11.0,-4.0,1
75,Jackson Navarro,ashleyfisher@example.org,"235 Hughes Dale
South Vincent, SC 31231",46910,SKU-ONP-017-M,ORD-955,2025-07-23,4,8.0,,1
76,Nicole Cook,brandon55@example.com,"78654 Skinner Drive Suite 286
Weaverbury, WA 90053",71152,SKU-ACC-008-L,ORD-551,2025-07-23,1,22.0,0.0,1
77,Brett Davis,seanjimenez@example.net,"977 Jennifer Pine
Port Johnnyfort, GU 87454",97525,SKU-BTM-013-L,ORD-926,2025-07-24,1,12.0,0.0,0
78,Dustin Hammond,hoganjerome@example.net,"827 Smith Corners
Jenkinsmouth, IA 81907",97513,SKU-FOT-004-S,ORD-147,2025-07-26,3,5.0,-1.0,1
79,Kenneth Frye,psmith@example.com,"139 Ferguson Rue
Lake Alicemouth, GU 12719",23783,SKU-BTM-016-L,ORD-592,2025-07-30,3,24.0,-5.0,1
80,Ivan Wade,larry90@example.net,"2625 Ann Village Apt. 900
South Kyletown, MI 33752",21219,SKU-BTM-016-L,ORD-641,2025-07-27,5,20.0,2.0,0
81,Joshua Brown,spencerelizabeth@example.net,"2136 Hoffman Junctions Suite 376
Garystad, WV 09561",37701,SKU-ACC-015-M,ORD-048,2025-07-02,1,14.0,-1.0,1
82,Mary Foster,uharris@example.com,"7517 Sheila Forge
Katherineborough, MN 63232",44912,SKU-BTM-013-S,ORD-158,2025-07-05,1,2.0,0.0,1
83,Donna Edwards,michelle23@example.com,"1225 John Lakes
Port Paul, NE 35143",68380,SKU-FOT-014-S,ORD-090,2025-07-18,5,,-5.0,1
84,Michelle Johnson,gkane@example.org,"7242 Richard Brook
East Autumn, AL 92875",31248,SKU-ONP-003-S,ORD-608,2025-07-10,4,9.0,2.0,1
85,Ricky Watts,kellisantiago@example.net,"43225 Gomez Points
East Charles, UT 02879",69929,SKU-ONP-003-M,ORD-735,2025-07-03,3,1.0,-2.0,1
86,Aaron Taylor,cynthiareeves@example.org,"1637 Vanessa Crest Apt. 255
Smithmouth, MO 83027",14269,SKU-ONP-011-M,ORD-089,2025-07-02,1,4.0,1.0,0
87,Jose Thomas MD,nortonmatthew@example.com,"8947 James Creek
Davidchester, MH 26285",13055,SKU-FOT-010-S,ORD-714,2025-07-20,5,25.0,-2.0,0
88,Karen Zimmerman,swagner@example.com,"004 Danielle Well
New Scott, MT 80073",00928,SKU-ONP-006-M,ORD-065,2025-07-10,2,17.0,0.0,1
89,William Patrick,moranleah@example.com,"Unit 2015 Box 9982
DPO AE 42827",41164,SKU-ONP-002-M,ORD-464,2025-07-07,3,4.0,-2.0,1
90,Madeline Lewis,steven36@example.org,"11814 Deleon Motorway
South Sarahmouth, NV 96443",81231,SKU-FOT-004-M,ORD-401,2025-07-07,1,1.0,-2.0,0
91,Bradley Lozano,harrischristine@example.org,"0313 Christine Trail
Wendymouth, NH 95113",04432,SKU-ACC-015-S,ORD-173,2025-07-27,4,17.0,-4.0,1
92,Christine Jones,hodgestephanie@example.com,"10182 Johns Hollow Suite 240
West Destinystad, PR 50011",11489,SKU-ONP-003-L,ORD-291,2025-07-06,5,13.0,2.0,0
93,Mrs. Jennifer Lopez MD,craig80@example.net,"859 Christy Lodge Suite 471
Sanchezport, MO 84700",14013,SKU-TOP-001-M,ORD-334,2025-07-19,1,20.0,0.0,0
94,Noah Holmes,david93@example.net,"289 Nelson Drives
Johnsontown, NM 82363",84637,SKU-OUT-009-S,ORD-293,2025-07-26,1,13.0,-5.0,1
95,Jennifer Gonzales,megan75@example.org,"5119 Jordan Shoals
South Michelle, VT 34924",91295,SKU-ONP-003-L,ORD-719,2025-07-28,4,10.0,-2.0,0
96,Patricia Cole,jason93@example.net,"48926 Rachel Estate
Weberburgh, MS 04254",36450,SKU-OUT-012-S,ORD-936,2025-07-02,2,5.0,0.0,1
97,Peter Allen,paulharrell@example.com,"3603 Medina Spurs
Angelachester, ME 18455",99689,SKU-BTM-016-M,ORD-669,2025-07-22,2,5.0,1.0,1
98,Jesus Espinoza,jessicaparrish@example.net,"48571 Fox Shoals
Stevenstad, CA 51403",90706,SKU-BTM-013-L,ORD-289,2025-07-11,1,8.0,1.0,1
99,Tina Carter,john00@example.net,"USCGC Collins
FPO AP 98620",06286,SKU-BTM-016-L,ORD-832,2025-07-10,5,6.0,-1.0,0
100,Kimberly Reynolds,lopezjoshua@example.com,"9492 Nielsen Club Apt. 174
North Joechester, MA 59434",47935,SKU-ONP-003-M,ORD-749,2025-07-07,4,6.0,-4.0,0
101,Adrienne Johnson,hdiaz@example.org,"764 Katherine Islands Suite 120
Daybury, AR 78796",43790,SKU-OUT-012-S,ORD-933,2025-07-27,4,11.0,0.0,1
102,Mark King,caitlin50@example.org,"094 Kirk Union Suite 025
New Michaelshire, OK 40889",87032,SKU-ACC-008-M,ORD-537,2025-07-23,3,61.0,0.0,1
103,Michelle Bailey,tammy01@example.org,"301 Petersen Brook
Castroport, OR 76320",98709,SKU-ONP-005-L,ORD-944,2025-07-28,1,1.0,-1.0,1
104,Debbie Miller,davidtrevino@example.net,"208 Hess Ramp Apt. 579
New Lisaberg, IA 15977",45655,SKU-ONP-011-L,ORD-569,2025-07-04,3,10.0,-3.0,0
105,Michael Fisher,nathanielsmith@example.org,"836 Davidson Ranch Suite 293
Bernardbury, ME 82706",63257,SKU-BTM-016-S,ORD-437,2025-07-20,4,52.0,-4.0,0
106,Kayla Ramos,lawrence70@example.org,"7206 Amanda Circle Apt. 399
Cruzberg, MP 48815",33294,SKU-ONP-011-M,ORD-773,2025-07-02,1,21.0,3.0,1
107,David Duncan,jeffrey87@example.net,"6180 Elizabeth Inlet Apt. 873
Lake Christinahaven, CA 50449",56067,SKU-TOP-001-L,ORD-421,2025-07-08,2,8.0,1.0,1
108,Jessica Owens,juliejordan@example.com,"Unit 5436 Box 5154
DPO AA 95913",90453,SKU-FOT-014-L,ORD-989,2025-07-12,5,18.0,3.0,0
109,Elaine Delacruz,zbecker@example.net,"USCGC Torres
FPO AP 19283",06714,SKU-ONP-006-S,ORD-034,2025-07-21,5,17.0,-3.0,0
110,Breanna Rice,villaanna@example.net,"166 Mccullough Forge Suite 679
Snydermouth, NJ 74227",38511,SKU-FOT-004-M,ORD-759,2025-07-04,5,6.0,-3.0,1
111,Barbara Hoffman,cchavez@example.org,"225 Kaitlyn Shoals
Patriciaside, WI 23272",90332,SKU-OUT-012-M,ORD-974,2025-07-16,5,25.0,0.0,1
112,Lisa Burgess,michaelanderson@example.com,"8570 Danny River Apt. 471
Lake Waynemouth, IL 64492",06657,SKU-FOT-010-L,ORD-274,2025-07-24,2,24.0,-6.0,1
113,Ivan Williams,martinezmichael@example.org,"90251 Hopkins Cape
Wilkersonport, NY 50933",70802,SKU-ONP-007-S,ORD-666,2025-07-29,1,19.0,2.0,1
114,Kimberly Joseph,jnguyen@example.org,"37594 Karen Junctions
Micheleborough, PR 15694",67038,SKU-ONP-007-S,ORD-476,2025-07-11,1,19.0,1.0,0
115,Bradley Ross,knelson@example.com,"861 Solomon Avenue
North Annette, OH 04637",05497,SKU-OUT-012-M,,2025-07-10,3,11.0,-1.0,1
116,Christopher Wagner,fpatel@example.net,"87216 Amy Pines
Veleztown, MP 80767",63867,SKU-OUT-012-S,ORD-301,2025-07-08,5,17.0,-1.0,0
117,David Guzman,billyhuerta@example.com,"USNV Brooks
FPO AA 86939",16247,SKU-ONP-006-L,ORD-046,2025-07-10,4,74.0,-3.0,1
118,Stephanie Jones,hardywilliam@example.net,"440 Stacy Drives Suite 665
Perkinsmouth, AL 63080",15142,SKU-ACC-008-S,,2025-07-11,3,10.0,-5.0,1
119,Johnny Kim,hernandezjesse@example.net,"28891 Pierce Burg Apt. 723
Franklinborough, TX 18686",57146,SKU-OUT-012-S,ORD-959,2025-07-21,1,18.0,-6.0,1
120,Ernest Downs,abigail33@example.org,"064 Hansen Port
East Megan, PR 08166",94250,SKU-ONP-011-L,ORD-568,2025-07-19,1,10.0,-5.0,1
121,Dr. Ashley Simpson DDS,nlewis@example.net,"Unit 4877 Box 3843
DPO AP 60314",12239,SKU-ONP-003-S,ORD-438,2025-07-17,4,1.0,3.0,1
122,Jill Martin,adamstamara@example.org,"615 Evelyn Route
Archerville, MI 79042",04481,SKU-ONP-005-M,ORD-197,2025-07-04,5,2.0,3.0,0
123,Bradley Smith,denise30@example.com,"821 Rebecca Brook Suite 243
Deleonmouth, GU 79751",42087,SKU-ONP-005-S,ORD-345,2025-07-30,3,12.0,-2.0,1
124,Marie Bush,brockashlee@example.net,"81238 Amanda Forks Suite 593
Lake Jasontown, FL 13320",63271,SKU-FOT-004-M,ORD-381,2025-07-27,4,2.0,-1.0,0
125,Blake Mcclain,bradleymosley@example.net,"6347 Michael Extension
South Elizabethstad, AZ 15175",51242,SKU-ONP-007-L,ORD-612,2025-07-27,3,19.0,-2.0,1
126,Hailey Garcia,wandawilliams@example.net,"17090 Yvonne Oval
Leeshire, MN 56492",66473,SKU-TOP-001-M,ORD-669,2025-07-22,1,2.0,0.0,1
127,David Craig,vshepard@example.com,"9080 Dixon Manors
East Amberbury, TX 75600",68477,SKU-ACC-008-L,ORD-522,2025-07-15,3,21.0,-5.0,0
128,Kara Salazar,crawfordandrew@example.com,"70616 Joseph Parkways Suite 749
Tamarafort, CO 45629",50804,SKU-FOT-014-S,ORD-703,2025-07-27,5,1.0,-1.0,0
129,Adrian Paul,odelgado@example.com,"218 Heather Common
Port Kathrynstad, AL 46441",13728,SKU-FOT-014-L,ORD-368,2025-07-26,2,21.0,2.0,1
130,Curtis Baird PhD,jessicahernandez@example.org,"79168 Park Pine
West Derekhaven, SC 28287",59920,SKU-ONP-017-M,ORD-492,2025-07-27,1,25.0,-1.0,1
131,Ricky Mays,rfrancis@example.com,"892 Ford Landing
West Karentown, PA 59222",33299,SKU-ACC-015-L,ORD-039,2025-07-08,5,17.0,2.0,0
132,Jordan Brown,slozano@example.com,"34457 Morgan Coves
North Haleyshire, UT 97442",81190,SKU-OUT-012-S,ORD-570,2025-07-05,3,3.0,-6.0,1
133,Jason Guerra,norrisjeff@example.com,"58926 Kathy Island Apt. 657
West Cody, KY 64138",73198,SKU-ACC-008-M,ORD-220,2025-07-18,2,4.0,-2.0,1
134,Kristopher Ray,dvaughn@example.org,"6194 Lauren Ford
Port Christinaburgh, VI 80824",08988,SKU-ONP-007-L,ORD-655,2025-07-19,5,6.0,-1.0,1
135,Amy Daniels,amandaayers@example.com,"590 Jennifer Causeway Apt. 324
Johnmouth, NM 26633",87634,SKU-ONP-002-M,ORD-570,2025-07-21,5,5.0,1.0,1
136,Adam Harris,zsanders@example.net,"54384 Lori Junction
Port Meganshire, CO 28824",64696,SKU-ONP-006-S,ORD-695,2025-07-04,3,1.0,-4.0,0
137,Tyrone Lloyd,christophermahoney@example.com,"797 Logan Tunnel
New Catherineview, OR 08315",00663,SKU-TOP-001-M,ORD-526,2025-07-13,3,3.0,-3.0,0
138,Meagan Everett,schmidtjohn@example.net,"408 Erin Lake
West Sabrinachester, CT 74360",61651,SKU-TOP-001-M,ORD-894,2025-07-26,4,24.0,3.0,1
139,Mr. Daniel Floyd,wrobinson@example.com,"Unit 4671 Box 8860
DPO AE 08634",46015,SKU-FOT-014-M,ORD-574,2025-07-13,1,8.0,6.0,1
140,Danielle King,robert46@example.net,"USCGC Bennett
FPO AE 13060",39392,SKU-BTM-013-L,ORD-649,2025-07-18,1,3.0,3.0,0
141,Hannah Roberts,andersondylan@example.net,"85034 Williamson Land Suite 480
Port Chelsea, RI 62759",91738,SKU-ONP-006-L,ORD-846,2025-07-11,5,13.0,0.0,0
142,Nichole Gill,bwhitaker@example.com,"7464 Ramirez Spurs Suite 518
Wilkinsside, AR 69853",28433,SKU-BTM-013-S,ORD-193,2025-07-10,5,11.0,2.0,1
143,Derek Lopez,kevinbrown@example.net,"4204 Williams Gardens
New Mackenzieberg, WA 62510",32725,SKU-FOT-014-M,ORD-509,2025-07-18,3,17.0,-6.0,0
144,Nichole Thompson,mgarcia@example.com,"069 Smith Ville Apt. 279
Port Alexisfurt, ID 99042",63010,SKU-OUT-009-S,ORD-701,2025-07-07,4,3.0,6.0,1
145,Angela Fuentes,alexanderbailey@example.net,"4806 Hess Isle Suite 785
East Leslie, FL 60083",33792,SKU-FOT-014-S,ORD-726,2025-07-09,4,20.0,0.0,0
146,Gregory Smith,destinysmith@example.net,"67887 Weber Fall Apt. 652
Lake Monica, FM 14656",80743,SKU-FOT-010-M,,2025-07-08,3,8.0,,0
147,Brianna Hayes,clarklisa@example.net,"9707 Dustin Mountain
Port Carlview, WI 65142",40223,SKU-ONP-005-L,ORD-575,2025-07-03,1,14.0,4.0,0
148,Helen Cunningham,hrandall@example.com,"87250 Brown Glens Apt. 605
Herreratown, UT 27164",30098,SKU-ACC-015-M,ORD-143,2025-07-20,5,18.0,-3.0,1
149,Jane Owens,bradley46@example.org,"PSC 5431, Box 0641
APO AP 68668",74485,SKU-ACC-015-L,ORD-674,2025-07-04,2,5.0,4.0,1
150,Heather Franklin,andersonrichard@example.net,"2155 Neal Prairie Suite 444
Lake Robertshire, AZ 87780",40976,SKU-BTM-016-S,ORD-360,2025-07-11,1,16.0,-1.0,0
151,Casey Santiago,richardcharles@example.com,"6185 Tracy Pine
North Michelle, GA 12040",77827,SKU-TOP-001-S,ORD-286,2025-07-13,4,23.0,0.0,1
152,Jacob Hickman,michellechavez@example.net,"9512 Pruitt Center
Jefferyborough, NJ 36324",51115,SKU-OUT-012-L,ORD-389,2025-07-06,4,13.0,-5.0,1
153,Susan Burch,danarice@example.com,"25302 Danny Points
Laraside, MN 62204",20557,SKU-TOP-001-L,ORD-455,2025-07-17,3,10.0,-2.0,0
154,Jessica Scott,bennetttony@example.net,"PSC 3624, Box 7329
APO AE 79519",37988,SKU-ONP-011-S,ORD-625,2025-07-23,5,8.0,7.0,1
155,Kimberly Martin,theresahouston@example.net,"5076 Michael Road
Johnland, MN 46910",85663,SKU-FOT-004-S,ORD-350,2025-07-30,1,19.0,3.0,0
156,James Howell,matakathy@example.org,"63351 Simpson Crescent
Torresfort, NM 56906",35381,SKU-ONP-011-S,ORD-744,2025-07-23,3,4.0,7.0,0
157,Kathryn David,doliver@example.com,"76970 Conner Place
Crosbystad, KY 48826",10876,SKU-ONP-017-S,ORD-755,2025-07-15,4,18.0,-1.0,1
158,Erin Rice,philip90@example.org,"7909 Stacy Ville Apt. 716
West Michael, CA 13067",08603,SKU-OUT-009-L,ORD-997,2025-07-11,1,23.0,3.0,0
